label_fr,description,simple,fautes
impétigo,"Mon visage est couvert de plaies. La plupart d'entre elles sont près de mon nez et de mes lèvres. Les lésions causent de l'inconfort ou de la souffrance, et un liquide jaune ou rouille s'en écoule.",Mon visage est plein de plaies. Elles sont surtout près de mon nez et de ma bouche. Elles me font mal et il y a un liquide jaune qui en sort.,Mon visage est plein de plai. Elle sont surtou pre de mon nez et de ma bouche. Elle me font mal et il y a un liquide jaune qui en sort.
rhume,"J'ai beaucoup toussé et je me sens froid et frissonnant. Mon nez est très bouché, et je ressens une pression faciale. J'ai aussi beaucoup de mucus, et tousser me fait mal à la poitrine. Je ne peux rien sentir, et mes muscles me font mal.","J'ai beaucoup toussé et je me sens froid et frissonnant. Mon nez est très bouché, et je ressens une pression dans le visage. J'ai aussi beaucoup de morve, et tousser me fait mal à la poitrine. Je ne peux rien sentir, et mes muscles me font mal.","J'ai beaucoup toussé et je me sens froid et frissonnant. Mon nez est tré bouché, et je ressens une pression dans le visage. J'ai aussi beaucoup de morve, et tousser me fais mal à la poitrine. Je ne peux rien sentir, et mes muscles me font mal."
allergie,"Je me sens fatigué tout le temps et j'ai une sensation de picotement dans la gorge. J'ai aussi développé une peau qui pèle. Parfois, j'ai les yeux gonflés et parfois tout mon corps gonfle.","Je suis fatigué tout le temps et j'ai une sensation de picotement dans la gorge. J'ai aussi la peau qui pèle. Parfois, j'ai les yeux gonflés et parfois tout mon corps gonfle.","Je sui fatigué tout le temp et j'ai une sensation de picotement dans la gorge. J'ai aussi la peau qui pèle. Parfoi, j'ai les yeux gonflés et parfoi tout mon corps gonfle."
réaction médicamenteuse,J'ai de la fièvre et je me sens très étourdi et léger. Mon cœur bat très vite et je me sens très confus. Je n'arrive pas à penser clairement et tout semble très flou.,J'ai de la fièvre et je me sens très étourdi et léger. Mon cœur bat très vite et je me sens très confus. Je n'arrive pas à penser clairement et tout semble très flou.,J'ai de la fièvre et je me sens très étourdi et léger. Mon cœur bat très vite et je me sens très confus. Je n'arrive pas a penser clairement et tout semble très flou.
varices,Rester debout ou marcher pendant de longues périodes provoque beaucoup de douleur dans mes jambes. J'ai des crampes en faisant des activités physiques. Il y a aussi des marques de bleus sur mes jambes.,Rester debout ou marcher longtemps me fait mal aux jambes. J'ai des crampes quand je fais des activités physiques. Il y a aussi des bleus sur mes jambes.,Rester debou ou marcher longtemps me fais mal aux jambes. J'ai des crampes quand je fais des activités physiques. Il y a aussi des bleus sur mes jambes.
typhoïde,"J'ai perdu l'appétit et j'ai remarqué une perte de poids significative. J'ai des douleurs abdominales, surtout dans la région de l'estomac et des intestins. Je suis inquiet pour ma santé.","J'ai perdu l'appétit et j'ai remarqué que j'ai beaucoup maigri. J'ai mal au ventre, surtout dans la région de l'estomac et des intestins. Je suis inquiet pour ma santé.","J'ai perdu l'apéti et j'ai remarqué que j'ai beaucou maigri. J'ai mal au ventre, surtou dans la région de l'estomac et des intestin. Je sui inquié pour ma santé."
ulcère gastroduodénal,"J'ai des selles sanglantes, ce qui a entraîné une perte de sang et de fer. Cela m'a causé une anémie et je me sens très faible en général.","J'ai des selles avec du sang, ce qui m'a fait perdre du sang et du fer. Maintenant, j'ai une anémie et je me sens très faible.","J'ai des selles avec du sang, ce qui m'a fait perdre du sang et du fer. Maintenant, j'ai une anémie et je me sens très faible."
asthme bronchique,"Avec ma toux persistante, mes problèmes respiratoires et mon épuisement, j'ai du mal. J'ai une forte fièvre et je produis beaucoup de mucus épais en toussant. En ce moment, je me sens plutôt mal à cause de tout cela qui est tellement fatigant et épuisant.","Avec ma toux qui ne part pas, mes problèmes de respiration et ma fatigue, j'ai du mal. J'ai beaucoup de fièvre et je tousse beaucoup de mucus épais. Je me sens très mal parce que tout cela est dur à supporter.","Avec ma toux qui ne par pas, mes problèmes de respiration et ma fatigue, j'ai du mal. J'ai beaucoup de fièvre et je tousse beaucoup de mucus épai. Je me sens trè mal parce que tout sa est dur a suporté."
typhoïde,"J'ai eu de la constipation et des douleurs au ventre, ce qui est vraiment inconfortable. La douleur s'aggrave et affecte vraiment ma vie quotidienne.","J'ai eu de la constipation et des douleurs au ventre, c'est vraiment désagréable. La douleur devient de plus en plus forte et ça m'empêche de faire mes activités.","J'ai eu de la constipation et des douleur au ventre, c'est vraimen désagréable. La douleur devien de plus en plus forte et sa m'empêche de fair mes activité."
hypertension,"En plus des maux de tête, des douleurs à la poitrine, de l'instabilité, et des problèmes d'équilibre, je me sens déjà mal. Je suppose aussi avoir des problèmes de concentration.","En plus des maux de tête, des douleurs à la poitrine, de l'instabilité, et des problèmes d'équilibre, je me sens déjà mal. Je pense aussi avoir du mal à me concentrer.","En plus des maux de tête, des douleurs à la poitrine, de l'instabilité, et des problèmes d'équilibre, je me sens déjà mal. Je pense aussi avoir du mal à me concentré."
typhoïde,"J'ai beaucoup de nausées et de vomissements, et il m'est très difficile de manger quoi que ce soit. J'ai complètement perdu l'appétit, et en conséquence, je suis devenu très faible.",J'ai souvent envie de vomir et je vomis beaucoup. C'est très difficile pour moi de manger. J'ai perdu l'appétit et je suis devenu très faible.,J'ai souvan envi de vomir et je vomi beaucou. C'est tré difisil pour moi de manger. J'ai perdu l'apéti et je sui devenue tré faible.
pneumonie,"J'ai du mal à respirer, et ma fièvre est très élevée. Je suis trempé de sueur et je frissonne. Mon cœur bat rapidement, et je suis très fatigué. De plus, j'ai des expectorations brunâtres.","J'ai du mal à respirer, et j'ai une très forte fièvre. Je suis trempé de sueur et je frissonne. Mon cœur bat très vite, et je suis très fatigué. De plus, j'ai des crachats bruns.","J'ai du mal a respiré, et j'ai une tré forte fièvre. Je sui trempé de sueur et je frison. Mon cœur bat tré vite, et je sui tré fatigué. De plu, j'ai des cracha brun."
psoriasis,"L'éruption cutanée sur ma peau s'est étendue à d'autres parties de mon corps, y compris ma poitrine et mon abdomen. Elle est démangeante et inconfortable, et elle est souvent pire la nuit. Je fais aussi face à un pelage de la peau.","Les boutons sur ma peau se sont étendus à d'autres parties de mon corps, comme ma poitrine et mon ventre. Ça me démange et c'est inconfortable, surtout la nuit. Ma peau s'enlève aussi.","Les bouton sur ma peau se son etendu a d'autre partie de mon corps, comme ma poitrine et mon ventre. Sa me demange et c'est inconfortable, surtou la nuit. Ma peau senleve aussi."
psoriasis,"J'ai la peau rouge et enflammée autour de la bouche, du nez et des yeux. C'est souvent irritant et désagréable. Récemment, c'est devenu très douloureux.","J'ai la peau rouge et enflée autour de la bouche, du nez et des yeux. Ça gratte et c'est désagréable. Récemment, ça fait très mal.","J'ai la peau rouge et enflé autour de la bouche, du nez et des yeux. Sa gratte et sa désagréable. Récemment, sa fais très mal."
spondylose cervicale,"J'ai eu des douleurs dans le dos, une toux persistante et une faiblesse dans les bras et les jambes. J'ai ressenti des douleurs au cou, des problèmes d'équilibre et des vertiges.","J'ai mal au dos, je tousse tout le temps et mes bras et jambes sont faibles. J'ai mal au cou, des problèmes d'équilibre et des vertiges.","J'ai mal au dos, je tousse tout le tan et mes bras et jambe son faible. J'ai mal au cou, des probleme d'équilibre et des vertige."
rhume,Je n'arrête pas d'éternuer et je me sens vraiment fatigué et mal. Ma gorge est vraiment douloureuse et j'ai beaucoup de mucus dans le nez et la gorge. Mon cou est également enflé et gonflé.,Je n'arrête pas d'éternuer et je me sens vraiment fatigué et mal. Ma gorge me fait mal et j'ai beaucoup de morve dans le nez et la gorge. Mon cou est aussi enflé et gonflé.,Je n'arrete pas d'éternué et je me sens vraiment fatigué et mal. Ma gorge me fais mal et j'ai beaucoup de morve dans le nez et la gorge. Mon cou est aussi enflé et gonflé.
impétigo,J'ai une forte fièvre et je suis vraiment faible. Mon visage a des plaies. Les cloques sont démangeantes et douloureuses. Un liquide jaune s'écoule souvent des plaies.,J'ai une forte fièvre et je suis vraiment faible. Mon visage a des plaies. Les cloques me démangent et me font mal. Un liquide jaune sort souvent des plaies.,J'ai une forte fièvre et je suis vraiment faible. Mon visage a des plaie. Les cloque me démange et me font mal. Un liquide jaune sort souvent des plaie.
spondylose cervicale,"J'ai eu des douleurs au dos, une toux chronique, et une faiblesse dans mes membres. J'ai eu des problèmes de désorientation et de perte d'équilibre, et mon cou me fait mal.","J'ai mal au dos, je tousse tout le temps, et je n'ai pas de force dans mes bras et mes jambes. Je me sens tout bizarre et je perds l'équilibre, et mon cou me fait mal.","J'ai mal au do, je tousse tout le temp, et j'ai pas de force dans mes bras et mes jambe. Je me sens tout bizare et je perd l'équilibre, et mon cou me fais mal."
réaction médicamenteuse,"Mes éruptions font parfois peler ma peau. Cela me rend plus vulnérable aux maladies. Parfois, je commence à trembler, et mes mains se mettent à trembler.","Mes boutons font parfois peler ma peau. Cela me rend plus facile à attraper des maladies. Parfois, je commence à trembler, et mes mains se mettent à trembler.","Mes bouton font parfoi peler ma peau. Sa me rend plus facile a attraper des maladie. Parfoi, je commence a trembler, et mes main se mette a trembler."
impétigo,J'ai développé une éruption cutanée sur mon visage et mon cou. L'éruption est composée de plaies rouges qui forment des cloques. Je suis inquiet pour ma santé.,J'ai des boutons rouges sur mon visage et mon cou. Ils font des cloques. Je suis inquiet pour ma santé.,J'ai des bouton rouge sur mon visage et mon cou. Il font des cloque. Je suis inquiet pour ma santé.
asthme bronchique,"Docteur, en raison d'une forte fièvre, je n'ai pas pu respirer par le nez ou la bouche depuis quelques jours et je me sens trop fatigué. Parfois, j'ai aussi du mucus. Veuillez me recommander des médicaments.","Docteur, j'ai beaucoup de fièvre et je n'arrive pas à respirer par le nez ou la bouche depuis quelques jours. Je suis très fatigué. Parfois, j'ai aussi du mucus. Pouvez-vous me donner des médicaments ?","Docteur, j'ai beaucoup de fièvre et j'arive pas à respirer par le nez ou la bouche depuis quelque jour. Je suis trè fatigué. Parfois, j'ai aussi du mucus. Pouvez-vous me donné des médicaments ?"
typhoïde,"J'ai beaucoup de mal à dormir à cause de la forte fièvre, du mal de tête et des frissons. Je me réveille chaque jour avec une terrible douleur dans la région du ventre.","J'ai du mal à dormir à cause de la forte fièvre, du mal de tête et des frissons. Je me réveille chaque jour avec une terrible douleur au ventre.","J'ai du mal a dormir a cause de la forte fièvre, du mal de tete et des frison. Je me réveille chaque jour avec une terrible douleur au ventre."
hypertension,"Ma coordination est mauvaise, et j'ai des maux de tête, des douleurs à la poitrine, et des vertiges. En plus, j'ai du mal à me concentrer et à me focaliser.","Ma coordination est mauvaise, et j'ai mal à la tête, à la poitrine, et je me sens étourdi. En plus, j'ai du mal à me concentrer et à me focaliser.","Ma coordination est mauvaise, et j'ai mal à la tête, à la poitrine, et je me sens étourdi. En plus, j'ai du mal à me concentré et à me focalisé."
hypertension,"Des maux de tête, des douleurs à la poitrine, des vertiges, une perte d'équilibre et des difficultés à me concentrer sont certains des symptômes que j'ai eus.","J'ai eu mal à la tête, mal à la poitrine, des vertiges, j'ai perdu l'équilibre et j'ai eu du mal à me concentrer.","J'ai eu mal a la tete, mal a la poitrine, des vertige, j'ai perdu l'équilibre et j'ai eu du mal a me concentré."
asthme bronchique,"Récemment, j'ai eu plusieurs symptômes préoccupants, notamment une toux sèche, des difficultés à respirer, une forte fièvre et beaucoup de mucus. Je me sens aussi très faible et fatigué.","Récemment, j'ai eu plusieurs symptômes inquiétants, comme une toux sèche, du mal à respirer, beaucoup de fièvre et beaucoup de mucus. Je me sens aussi très faible et fatigué.","Récemment, j'ai eu pluieur symptômes inquiétant, comme une toux sèche, du mal a respiré, beaucoup de fièvre et beaucoup de mucus. Je me sens aussi trè faible et fatigué."
